Institution,State,Control,Median earnings 4 years after graduating,Cal Poly?
University of Sioux Falls,SD,"Private, nonprofit",42847,
University of North Carolina Asheville,NC,Public,42743,
Oklahoma Baptist University,OK,"Private, nonprofit",42740,
University of Memphis,TN,Public,42605,
Augusta University,,Public,42568,
Geneva College,PA,"Private, nonprofit",42458,
University of Southern Indiana,IN,Public,42453,
Virginia Union University,VA,"Private, nonprofit",42376,
Olivet Nazarene University,IL,"Private, nonprofit",42321,
Saint Peter's University,NJ,"Private, nonprofit",42264,
Chatham University,PA,"Private, nonprofit",42204,
Franciscan University of Steubenville,OH,"Private, nonprofit",42188,
University of North Carolina at Pembroke,NC,Public,41864,
Missouri Southern State University,MO,Public,41771,
University of Hawaii at Hilo,HI,Public,41750,
Berea College,KY,"Private, nonprofit",41723,
Mississippi University for Women,MS,Public,41632,
East Tennessee State University,TN,Public,41570,
Texas A & M International University,TX,Public,41350,
Regent University,VA,"Private, nonprofit",41335,
Montreat College,NC,"Private, nonprofit",41209,
Wingate University,NC,"Private, nonprofit",41013,
Wright State University-Main Campus,OH,Public,40908,
Virginia State University,VA,Public,40896,
Arcadia University,PA,"Private, nonprofit",40740,
University of the Cumberlands,KY,"Private, nonprofit",40699,
Texas Southern University,TX,Public,40687,
Johnson C Smith University,NC,"Private, nonprofit",40600,
University of North Alabama,AL,Public,40334,
Clayton  State University,GA,Public,40300,
Morehouse College,GA,"Private, nonprofit",40273,
Oklahoma Christian University,OK,"Private, nonprofit",40001,
University of Pikeville,KY,"Private, nonprofit",39943,
The University of Texas Rio Grande Valley,TX,Public,39940,
Lindsey Wilson University,KY,"Private, nonprofit",39686,
University of the Incarnate Word,TX,"Private, nonprofit",39660,
Oral Roberts University,OK,"Private, nonprofit",39535,
Albany State University,GA,Public,39265,
Alabama State University,AL,Public,38566,
Fayetteville State University,NC,Public,38325,
Claflin University,SC,"Private, nonprofit",38161,
Touro University,NY,"Private, nonprofit",38066,
West Virginia State University,WV,Public,37866,
Benedict College,SC,"Private, nonprofit",37638,
Northwestern State University of Louisiana,LA,Public,37273,
Texas A&M University-Kingsville,TX,Public,37038,
Clarks Summit University,PA,"Private, nonprofit",36633,
University of Central Arkansas,AR,Public,36336,
East Central University,OK,Public,36280,
Trevecca Nazarene University,TN,"Private, nonprofit",36070,
Gardner-Webb University,NC,"Private, nonprofit",35982,
University of Arkansas-Fort Smith,AR,Public,35760,
Cedarville University,OH,"Private, nonprofit",34958,
Winston-Salem State University,NC,Public,34786,
Lycoming College,PA,"Private, nonprofit",33916,
South Carolina State University,SC,Public,33586,
New York Institute of Technology,NY,"Private, nonprofit",32748,
Bryan College-Dayton,TN,"Private, nonprofit",32530,
Universidad del Sagrado Corazon,PR,"Private, nonprofit",32023,
Bethune-Cookman University,FL,"Private, nonprofit",30852,
Shaw University,NC,"Private, nonprofit",28545,
Fort Valley State University,GA,Public,26285,
