Institution,State,Control,Median earnings 4 years after graduating,Cal Poly?
Iowa State University,IA,Public,49286,
La Sierra University,CA,"Private, nonprofit",49265,
Springfield College,MA,"Private, nonprofit",49255,
Thomas College,ME,"Private, nonprofit",49253,
Washburn University,KS,Public,49251,
Ave Maria University,FL,"Private, nonprofit",49235,
Wisconsin Lutheran College,WI,"Private, nonprofit",49220,
La Salle University,PA,"Private, nonprofit",49216,
California State University-Bakersfield,CA,Public,49207,
Columbia College,MO,"Private, nonprofit",49166,
University of Minnesota-Morris,MN,Public,49150,
Commonwealth University of Pennsylvania,,Public,49137,
Delaware State University,DE,Public,49132,
Meredith College,NC,"Private, nonprofit",49124,
Bemidji State University,MN,Public,49116,
Otterbein University,OH,"Private, nonprofit",49090,
Lycoming College,PA,"Private, nonprofit",49081,
Portland State University,OR,Public,49063,
Langston University,OK,Public,49061,
Georgia State University,GA,Public,49050,
The University of Texas at San Antonio,TX,Public,49048,
Roanoke College,VA,"Private, nonprofit",49018,
The University of Tennessee-Knoxville,TN,Public,49003,
William Paterson University of New Jersey,NJ,Public,48985,
Capital University,OH,"Private, nonprofit",48958,
Southern Illinois University Edwardsville,IL,Public,48951,
Longwood University,VA,Public,48942,
Radford University,VA,Public,48935,
California State University-Long Beach,CA,Public,48926,
Allegheny College,PA,"Private, nonprofit",48890,
University of Houston-Clear Lake,TX,Public,48885,
University of Baltimore,MD,Public,48862,
Duquesne University,PA,"Private, nonprofit",48850,
California State University-Channel Islands,CA,Public,48789,
Saint Leo University,FL,"Private, nonprofit",48786,
Florida Atlantic University,FL,Public,48754,
College of New Rochelle (The),,"Private, nonprofit",48735,
Southern Illinois University-Carbondale,IL,Public,48728,
University of Colorado Colorado Springs,CO,Public,48725,
University of Wisconsin-Green Bay,WI,Public,48711,
Webster University,MO,"Private, nonprofit",48689,
Lake Erie College,OH,"Private, nonprofit",48687,
University of Lynchburg,VA,"Private, nonprofit",48610,
SUNY College at Potsdam,NY,Public,48601,
Franklin Pierce University,NH,"Private, nonprofit",48547,
New England College,NH,"Private, nonprofit",48488,
Montclair State University,NJ,Public,48464,
Ball State University,IN,Public,48421,
University of Cincinnati-Main Campus,OH,Public,48406,
Friends University,KS,"Private, nonprofit",48375,
Western Carolina University,NC,Public,48350,
Eastern Michigan University,MI,Public,48346,
Rollins College,FL,"Private, nonprofit",48340,
California State University-San Bernardino,CA,Public,48326,
The University of Arizona Global Campus,AZ,"Private, for-profit",48325,
University of Maine,ME,Public,48242,
University of Houston-Downtown,TX,Public,48234,
Southern Oregon University,OR,Public,48217,
Presbyterian College,SC,"Private, nonprofit",48208,
Anderson University,IN,"Private, nonprofit",48181,
Georgia Southern University,GA,Public,48180,
Waynesburg University,PA,"Private, nonprofit",48163,
Oberlin College,OH,"Private, nonprofit",48109,
Crown College,MN,"Private, nonprofit",48095,
University of Michigan-Dearborn,MI,Public,48052,
SUNY Brockport,NY,Public,48050,
Wilkes University,PA,"Private, nonprofit",48033,
University of Missouri-St Louis,MO,Public,48014,
Southeastern University,FL,"Private, nonprofit",48011,
University of Arkansas,AR,Public,48006,
University of Hawaii at Manoa,HI,Public,48005,
Muskingum University,OH,"Private, nonprofit",48001,
Ohio Wesleyan University,OH,"Private, nonprofit",47941,
University of Central Oklahoma,OK,Public,47937,
Cornerstone University,MI,"Private, nonprofit",47933,
Lipscomb University,TN,"Private, nonprofit",47933,
University of Missouri-Kansas City,MO,Public,47928,
College of Charleston,SC,Public,47926,
Park University,MO,"Private, nonprofit",47818,
Eastern Oregon University,OR,Public,47816,
Corban University,OR,"Private, nonprofit",47815,
University of Illinois Springfield,IL,Public,47802,
Grand View University,IA,"Private, nonprofit",47798,
University of Akron Main Campus,OH,Public,47763,
Appalachian State University,NC,Public,47720,
Drake University,IA,"Private, nonprofit",47706,
Tarleton State University,TX,Public,47699,
Ashland University,OH,"Private, nonprofit",47671,
Sam Houston State University,TX,Public,47659,
Slippery Rock University of Pennsylvania,PA,Public,47654,
Utah Valley University,UT,Public,47596,
Chestnut Hill College,PA,"Private, nonprofit",47591,
Vanguard University of Southern California,CA,"Private, nonprofit",47582,
Bryan College-Dayton,TN,"Private, nonprofit",47549,
Eastern University,PA,"Private, nonprofit",47539,
Alfred University,NY,"Private, nonprofit",47445,
Hardin-Simmons University,TX,"Private, nonprofit",47423,
Western Colorado University,CO,Public,47401,
Lynn University,FL,"Private, nonprofit",47373,
Susquehanna University,PA,"Private, nonprofit",47367,
Elizabethtown College,PA,"Private, nonprofit",47359,
Monmouth College,IL,"Private, nonprofit",47329,
Yeshiva University,NY,"Private, nonprofit",47301,
Valdosta State University,GA,Public,47285,
Skidmore College,NY,"Private, nonprofit",47282,
Northern Kentucky University,KY,Public,47280,
Saint Xavier University,IL,"Private, nonprofit",47273,
University of South Florida,FL,Public,47257,
Southwest Minnesota State University,MN,Public,47249,
University of South Carolina-Columbia,SC,Public,47234,
Hope International University,CA,"Private, nonprofit",47206,
Texas Southern University,TX,Public,47185,
Chicago State University,IL,Public,47168,
Wartburg College,IA,"Private, nonprofit",47110,
Flagler College,FL,"Private, nonprofit",47078,
Concordia University-Nebraska,NE,"Private, nonprofit",47074,
Governors State University,IL,Public,47048,
SUNY at Fredonia,NY,Public,47043,
SUNY at Purchase College,NY,Public,47022,
Milligan University,,"Private, nonprofit",46990,
Southwestern Oklahoma State University,OK,Public,46983,
College of Our Lady of the Elms,MA,"Private, nonprofit",46976,
Middle Georgia State University,,Public,46976,
Coker University,SC,"Private, nonprofit",46921,
University of North Texas,TX,Public,46917,
East Stroudsburg University of Pennsylvania,PA,Public,46912,
Indiana University-Indianapolis,IN,Public,46904,
Judson University,IL,"Private, nonprofit",46816,
Trine University,IN,"Private, nonprofit",46798,
Trine University-Regional/Non-Traditional Campuses,IN,"Private, nonprofit",46798,
Texas Wesleyan University,TX,"Private, nonprofit",46737,
Midwestern State University,TX,Public,46729,
Tennessee State University,TN,Public,46721,
Lee University,TN,"Private, nonprofit",46719,
Indiana Institute of Technology,IN,"Private, nonprofit",46698,
Indiana Institute of Technology-College of Professional Studies,,"Private, nonprofit",46698,
University of New Mexico-Main Campus,NM,Public,46693,
LeTourneau University,TX,"Private, nonprofit",46679,
Limestone University,SC,"Private, nonprofit",46661,
University of Wisconsin-Parkside,WI,Public,46647,
East Texas A&M University,TX,Public,46639,
Concordia University-Chicago,IL,"Private, nonprofit",46590,
New Jersey City University,NJ,Public,46575,
University of Kentucky,KY,Public,46570,
University of Mobile,AL,"Private, nonprofit",46558,
University of Northwestern-St Paul,MN,"Private, nonprofit",46555,
Indiana University-South Bend,IN,Public,46521,
Wright State University-Main Campus,OH,Public,46507,
Wright State University-Lake Campus,OH,Public,46507,
Bowling Green State University-Main Campus,OH,Public,46481,
Point Loma Nazarene University,CA,"Private, nonprofit",46437,
Missouri Western State University,MO,Public,46402,
University of Alabama at Birmingham,AL,Public,46369,
Texas A&M University-San Antonio,,Public,46362,
Doane University,NE,"Private, nonprofit",46347,
Rochester Christian University,MI,"Private, nonprofit",46344,
Touro University Worldwide,CA,"Private, nonprofit",46340,
Shorter University,GA,"Private, nonprofit",46272,
Fort Lewis College,CO,Public,46256,
Kutztown University of Pennsylvania,PA,Public,46253,
Campbell University,NC,"Private, nonprofit",46246,
Fairmont State University,WV,Public,46235,
The University of Montana,MT,Public,46192,
Excelsior University,NY,"Private, nonprofit",46149,
Indiana University-Southeast,IN,Public,46145,
Lindenwood University,MO,"Private, nonprofit",46138,
Cleveland State University,OH,Public,46090,
Idaho State University,ID,Public,46073,
Becker College,,"Private, nonprofit",46058,
Baker College,MI,"Private, nonprofit",46049,
Robert Morris University,PA,"Private, nonprofit",46025,
Messiah University,PA,"Private, nonprofit",45982,
Colorado State University Pueblo,CO,Public,45974,
Lawrence University,WI,"Private, nonprofit",45971,
Mount Mercy University,IA,"Private, nonprofit",45951,
Berry College,GA,"Private, nonprofit",45943,
Hamline University,MN,"Private, nonprofit",45927,
Northern State University,SD,Public,45921,
Angelo State University,TX,Public,45910,
Pennsylvania Western University,,Public,45903,
California State Polytechnic University-Humboldt,CA,Public,45889,
Morehead State University,KY,Public,45874,
Lincoln University,MO,Public,45868,
Schreiner University,TX,"Private, nonprofit",45846,
Harding University,AR,"Private, nonprofit",45814,
University of Arkansas at Little Rock,AR,Public,45797,
Wingate University,NC,"Private, nonprofit",45795,
Hampton University,VA,"Private, nonprofit",45749,
Beloit College,WI,"Private, nonprofit",45715,
Mary Baldwin University,VA,"Private, nonprofit",45703,
University of Memphis,TN,Public,45700,
Aquinas College,MI,"Private, nonprofit",45698,
Baldwin Wallace University,OH,"Private, nonprofit",45686,
University of South Carolina-Upstate,SC,Public,45659,
New Mexico State University-Main Campus,NM,Public,45637,
Hollins University,VA,"Private, nonprofit",45633,
Saint Peter's University,NJ,"Private, nonprofit",45623,
The University of Texas at Arlington,TX,Public,45539,
University of Southern Maine,ME,Public,45529,
Coastal Carolina University,SC,Public,45469,
Westmont College,CA,"Private, nonprofit",45455,
Indiana University of Pennsylvania,PA,Public,45420,
Wheeling University,WV,"Private, nonprofit",45395,
Husson University,,"Private, nonprofit",45390,
Illinois College,IL,"Private, nonprofit",45388,
Mount Mary University,WI,"Private, nonprofit",45377,
Clark Atlanta University,GA,"Private, nonprofit",45368,
Liberty University,VA,"Private, nonprofit",45340,
Indiana University-Northwest,IN,Public,45323,
Marshall University,WV,Public,45309,
Fort Valley State University,GA,Public,45292,
Mid-America Christian University,OK,"Private, nonprofit",45276,
North Carolina A & T State University,NC,Public,45215,
West Texas A & M University,TX,Public,45193,
University of South Carolina Aiken,SC,Public,45163,
Oakland University,MI,Public,45141,
University of West Florida,FL,Public,45101,
Peru State College,NE,Public,45096,
Marywood University,PA,"Private, nonprofit",45088,
Dean College,MA,"Private, nonprofit",45086,
Medaille University,NY,"Private, nonprofit",45081,
Alverno College,WI,"Private, nonprofit",45066,
Tuskegee University,AL,"Private, nonprofit",45053,
Texas A&M University-Kingsville,TX,Public,45020,
William Peace University,NC,"Private, nonprofit",44997,
Washington College,MD,"Private, nonprofit",44955,
University of Saint Mary,KS,"Private, nonprofit",44902,
Goucher College,MD,"Private, nonprofit",44901,
Jackson State University,MS,Public,44881,
Arkansas State University,AR,Public,44872,
Geneva College,PA,"Private, nonprofit",44857,
Western Kentucky University,KY,Public,44848,
University of St Thomas,TX,"Private, nonprofit",44839,
Carlow University,PA,"Private, nonprofit",44786,
Buena Vista University,IA,"Private, nonprofit",44755,
La Roche University,PA,"Private, nonprofit",44709,
The University of Tennessee-Chattanooga,TN,Public,44700,
Western Illinois University,IL,Public,44683,
College of the Ozarks,MO,"Private, nonprofit",44659,
Saint Norbert College,WI,"Private, nonprofit",44634,
Southeast Missouri State University,MO,Public,44580,
University of Louisiana at Lafayette,LA,Public,44574,
University of Maine at Farmington,ME,Public,44544,
Converse University,SC,"Private, nonprofit",44498,
Northwestern State University of Louisiana,LA,Public,44492,
Trinity International University-Florida,FL,"Private, nonprofit",44451,
Trinity International University-Illinois,IL,"Private, nonprofit",44451,
College of Coastal Georgia,GA,Public,44438,
University of Virginia's College at Wise,VA,Public,44430,
Grace College and Theological Seminary,IN,"Private, nonprofit",44424,
Concordia College at Moorhead,MN,"Private, nonprofit",44399,
Birmingham-Southern College,AL,"Private, nonprofit",44315,
University of Louisiana at Monroe,LA,Public,44255,
Prairie View A & M University,TX,Public,44240,
Lees-McRae College,NC,"Private, nonprofit",44161,
University of Wisconsin-Superior,WI,Public,44116,
Troy University,AL,Public,44102,
Louisiana State University at Alexandria,LA,Public,44069,
Union University,TN,"Private, nonprofit",44056,
North Carolina Central University,NC,Public,44053,
Cameron University,OK,Public,44045,
Tennessee Technological University,TN,Public,44043,
Barry University,FL,"Private, nonprofit",44016,
Ottawa University-Phoenix,AZ,"Private, nonprofit",43959,
Ottawa University-Ottawa,KS,"Private, nonprofit",43959,
Ottawa University-Kansas City,KS,"Private, nonprofit",43959,
Ottawa University-Milwaukee,WI,"Private, nonprofit",43959,
Ottawa University-Online,KS,"Private, nonprofit",43959,
Ottawa University-Surprise,,"Private, nonprofit",43959,
Missouri State University-Springfield,MO,Public,43956,
New Mexico Highlands University,NM,Public,43926,
The University of Texas at Tyler,TX,Public,43908,
Middle Tennessee State University,TN,Public,43826,
University of North Carolina at Greensboro,NC,Public,43825,
Saint Mary's University of Minnesota,MN,"Private, nonprofit",43805,
University of Toledo,OH,Public,43795,
Indiana Wesleyan University-Marion,IN,"Private, nonprofit",43781,
University of Alaska Fairbanks,AK,Public,43764,
University of West Georgia,GA,Public,43731,
Stephen F Austin State University,TX,Public,43697,
Mercyhurst University,PA,"Private, nonprofit",43694,
Siena Heights University,MI,"Private, nonprofit",43672,
Purdue University Global,,Public,43607,
Roberts Wesleyan University,NY,"Private, nonprofit",43566,
Grambling State University,LA,Public,43561,
Austin College,TX,"Private, nonprofit",43522,
Virginia Wesleyan University,VA,"Private, nonprofit",43511,
Thiel College,PA,"Private, nonprofit",43457,
Seton Hill University,PA,"Private, nonprofit",43426,
University of South Alabama,AL,Public,43384,
Wells College,NY,"Private, nonprofit",43371,
Winthrop University,SC,Public,43365,
University of Central Arkansas,AR,Public,43363,
Fayetteville State University,NC,Public,43358,
Northern Michigan University,MI,Public,43349,
Eastern New Mexico University-Main Campus,NM,Public,43334,
Texas A & M University-Corpus Christi,TX,Public,43269,
Naropa University,CO,"Private, nonprofit",43238,
Thomas University,GA,"Private, nonprofit",43219,
Argosy University,,"Private, for-profit",43085,
Southwest Baptist University,MO,"Private, nonprofit",43058,
Nicholls State University,LA,Public,43011,
Central Christian College of Kansas,KS,"Private, nonprofit",43002,
University of North Carolina at Pembroke,NC,Public,42947,
Emory & Henry University,VA,"Private, nonprofit",42940,
Southern Arkansas University Main Campus,AR,Public,42925,
Lebanon Valley College,PA,"Private, nonprofit",42874,
Northwest Missouri State University,MO,Public,42827,
University of Idaho,ID,Public,42825,
Indiana State University,IN,Public,42822,
Kentucky State University,KY,Public,42743,
Bluffton University,OH,"Private, nonprofit",42742,
Cumberland University,TN,"Private, nonprofit",42713,
Wichita State University,KS,Public,42690,
Youngstown State University,OH,Public,42690,
Brenau University,GA,"Private, nonprofit",42586,
Covenant College,GA,"Private, nonprofit",42517,
University of St Francis,IL,"Private, nonprofit",42474,
West Virginia State University,WV,Public,42434,
Drury University,MO,"Private, nonprofit",42425,
Drury University-College of Continuing Professional Studies,,"Private, nonprofit",42425,
Black Hills State University,SD,Public,42417,
Texas A&M University-Central Texas,,Public,42417,
Southern Utah University,UT,Public,42393,
Texas A&M University-Victoria,TX,Public,42359,
East Tennessee State University,TN,Public,42358,
Texas A&M University-Texarkana,TX,Public,42355,
Kent State University at Ashtabula,OH,Public,42328,
Kent State University at East Liverpool,OH,Public,42328,
Kent State University at Stark,OH,Public,42328,
Kent State University at Trumbull,OH,Public,42328,
Kent State University at Tuscarawas,OH,Public,42328,
Kent State University at Salem,OH,Public,42328,
Kent State University at Kent,OH,Public,42328,
Kent State University at Geauga,OH,Public,42328,
Purdue University Northwest,,Public,42322,
Brigham Young University-Idaho,ID,"Private, nonprofit",42283,
University of Michigan-Flint,MI,Public,42255,
East Central University,OK,Public,42253,
Central Methodist University-College of Liberal Arts and Sciences,MO,"Private, nonprofit",42219,
Central Methodist University-College of Graduate and Extended Studies,MO,"Private, nonprofit",42219,
The University of Texas at El Paso,TX,Public,42190,
Sul Ross State University,TX,Public,42185,
Bridgewater College,VA,"Private, nonprofit",42141,
Ohio Christian University,OH,"Private, nonprofit",42140,
Alabama A & M University,AL,Public,42127,
Wilmington College,OH,"Private, nonprofit",42018,
Mississippi State University,MS,Public,41986,
North Carolina Wesleyan University,NC,"Private, nonprofit",41976,
Charleston Southern University,SC,"Private, nonprofit",41934,
Southern University and A & M College,LA,Public,41901,
Southern University Law Center,LA,Public,41901,
Alabama State University,AL,Public,41766,
Keiser University-Ft Lauderdale,FL,"Private, nonprofit",41668,
Fisher College,MA,"Private, nonprofit",41644,
Northwestern Oklahoma State University,OK,Public,41641,
Newberry College,SC,"Private, nonprofit",41585,
St. Mary's University,TX,"Private, nonprofit",41580,
Augusta University,,Public,41544,
Spalding University,KY,"Private, nonprofit",41460,
Auburn University at Montgomery,AL,Public,41393,
Eastern Kentucky University,KY,Public,41384,
Dalton State College,GA,Public,41357,
Shepherd University,WV,Public,41344,
Inter American University of Puerto Rico-Ponce,PR,"Private, nonprofit",41320,
Austin Peay State University,TN,Public,41303,
Columbus State University,GA,Public,41266,
Concord University,WV,Public,41259,
Spring Hill College,AL,"Private, nonprofit",41252,
Spring Arbor University,MI,"Private, nonprofit",41167,
Albany State University,GA,Public,41153,
Henderson State University,AR,Public,41112,
Lander University,SC,Public,41110,
Missouri Southern State University,MO,Public,41008,
Regent University,VA,"Private, nonprofit",41007,
Baptist University of Florida,FL,"Private, nonprofit",40963,
Chadron State College,NE,Public,40919,
Young Harris College,GA,"Private, nonprofit",40907,
University of Montevallo,AL,Public,40809,
Winston-Salem State University,NC,Public,40797,
King University,TN,"Private, nonprofit",40796,
Shawnee State University,OH,Public,40791,
Berea College,KY,"Private, nonprofit",40768,
University of the Cumberlands,KY,"Private, nonprofit",40751,
Louisiana State University-Shreveport,LA,Public,40731,
University of North Carolina Asheville,NC,Public,40673,
Neumann University,PA,"Private, nonprofit",40632,
Cabrini University,PA,"Private, nonprofit",40624,
University of Southern Indiana,IN,Public,40574,
University of Arkansas-Fort Smith,AR,Public,40519,
SUNY Polytechnic Institute,NY,Public,40318,
John Brown University,AR,"Private, nonprofit",40222,
University of Valley Forge,PA,"Private, nonprofit",40155,
The University of Texas Rio Grande Valley,TX,Public,40140,
Texas A & M International University,TX,Public,39993,
Lindsey Wilson University,KY,"Private, nonprofit",39969,
Mississippi Christian University,MS,"Private, nonprofit",39933,
South University-Montgomery,AL,"Private, for-profit",39694,
South University-West Palm Beach,FL,"Private, for-profit",39694,
South University-Savannah,GA,"Private, for-profit",39694,
South University-Columbia,SC,"Private, for-profit",39694,
South University-Tampa,FL,"Private, for-profit",39694,
South University-Richmond,VA,"Private, for-profit",39694,
South University-Virginia Beach,VA,"Private, for-profit",39694,
South University-Savannah Online,GA,"Private, for-profit",39694,
South University-Austin,TX,"Private, for-profit",39694,
Jacksonville State University,AL,Public,39687,
Central State University,OH,Public,39628,
Heidelberg University,OH,"Private, nonprofit",39600,
Our Lady of the Lake University,TX,"Private, nonprofit",39524,
Georgia Gwinnett College,GA,Public,39486,
Northeastern State University,OK,Public,39474,
Florida Agricultural and Mechanical University,FL,Public,39472,
Georgia Southwestern State University,GA,Public,39403,
Taylor University,IN,"Private, nonprofit",39400,
Missouri Baptist University,MO,"Private, nonprofit",39251,
University of Mount Olive,NC,"Private, nonprofit",39248,
Southern University at New Orleans,LA,Public,39139,
Hendrix College,AR,"Private, nonprofit",39070,
Lewis-Clark State College,ID,Public,38717,
Claflin University,SC,"Private, nonprofit",38625,
Arkansas Tech University,AR,Public,38611,
Saint Elizabeth University,NJ,"Private, nonprofit",38484,
Campbellsville University,KY,"Private, nonprofit",38373,
William Carey University,MS,"Private, nonprofit",38325,
The New School,NY,"Private, nonprofit",38181,
Whitman College,WA,"Private, nonprofit",38158,
The University of Tennessee Southern,TN,Public,38072,
Southeastern Louisiana University,LA,Public,37998,
Carson-Newman University,TN,"Private, nonprofit",37992,
Tusculum University,TN,"Private, nonprofit",37934,
University of Southern Mississippi,MS,Public,37925,
McKendree University,IL,"Private, nonprofit",37892,
Delta State University,MS,Public,37868,
Virginia State University,VA,Public,37861,
Ferrum College,VA,"Private, nonprofit",37841,
Houghton University,NY,"Private, nonprofit",37822,
Bethune-Cookman University,FL,"Private, nonprofit",37793,
University of New Orleans,LA,Public,37747,
Indiana University-Kokomo,IN,Public,37508,
Louisiana Tech University,LA,Public,37473,
Culver-Stockton College,MO,"Private, nonprofit",37472,
McNeese State University,LA,Public,37416,
Francis Marion University,SC,Public,37288,
Inter American University of Puerto Rico-Metro,PR,"Private, nonprofit",37149,
Southern Virginia University,VA,"Private, nonprofit",36808,
The University of Tennessee-Martin,TN,Public,36507,
Reed College,OR,"Private, nonprofit",36430,
Cairn University-Langhorne,PA,"Private, nonprofit",36295,
Pine Manor College,MA,"Private, nonprofit",36096,
Evangel University,MO,"Private, nonprofit",35914,
Southeastern Oklahoma State University,OK,Public,35428,
Alcorn State University,MS,Public,35015,
Athens State University,AL,Public,34242,
Truett McConnell University,GA,"Private, nonprofit",33517,
Chowan University,NC,"Private, nonprofit",33143,
Blue Mountain Christian University,MS,"Private, nonprofit",33003,
Columbia College,SC,"Private, nonprofit",32207,
Universidad Ana G. Mendez-Gurabo Campus,PR,"Private, nonprofit",31701,
University of Puerto Rico-Mayaguez,PR,Public,30372,
University of Puerto Rico-Rio Piedras,PR,Public,30052,
Florida Memorial University,FL,"Private, nonprofit",29042,
Universidad del Sagrado Corazon,PR,"Private, nonprofit",26597,
Universidad Ana G. Mendez-Carolina Campus,PR,"Private, nonprofit",26574,
Universidad Ana G. Mendez-Cupey Campus,PR,"Private, nonprofit",26280,
Pontifical Catholic University of Puerto Rico-Arecibo,PR,"Private, nonprofit",24118,
Pontifical Catholic University of Puerto Rico-Ponce,PR,"Private, nonprofit",24118,
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,"Private, nonprofit",24118,
University of Puerto Rico at Cayey,PR,Public,23168,
Universidad Central de Bayamon,PR,"Private, nonprofit",18428,
